state0,state1,rate,N
"E22","Enew18",.0015525,81
"E22","Enew19",.0058546,304
"E22","Enew2",.001285,67
"E22","Enew20",.003572,186
"E22","Enew21",.0090415,471
"E22","Enew22",.0798045,4158
"E22","Enew3",.0006728,35
"E22","Enew4",.0007177,37
"E22","Enew5",.0001498,8
"E22","Enew6",.0003459,18
"E22","Enew7",.0001531,8
"E22","Enew8",.0008647,45
"E22","Enew9",.0006708,35
"E22","Esame1",0,0
"E22","Esame10",0,0
"E22","Esame11",0,0
"E22","Esame12",0,0
"E22","Esame13",0,0
"E22","Esame14",0,0
"E22","Esame15",0,0
"E22","Esame16",0,0
"E22","Esame17",0,0
"E22","Esame18",0,0
"E22","Esame19",0,0
"E22","Esame2",0,0
"E22","Esame20",0,0
"E22","Esame21",0,0
"E22","Esame22",.8487906,44243
"E22","Esame3",0,0
"E22","Esame4",0,0
"E22","Esame5",0,0
"E22","Esame6",0,0
"E22","Esame7",0,0
"E22","Esame8",0,0
"E22","Esame9",0,0
"E22","U1",0,0
"E22","U10",0,0
"E22","U11",0,0
"E22","U12",0,0
"E22","U13",0,0
"E22","U14",0,0
"E22","U15",0,0
"E22","U16",0,0
"E22","U17",0,0
"E22","U18",0,0
"E22","U19",0,0
"E22","U2",0,0
"E22","U20",0,0
"E22","U21",0,0
"E22","U22",.0148541,771
"E22","U3",0,0
"E22","U4",0,0
"E22","U5",0,0
"E22","U6",0,0
"E22","U7",0,0
"E22","U8",0,0
"E22","U9",0,0
"E3","Enew1",.0117895,329
"E3","Enew10",.0017681,49
"E3","Enew11",.0003602,10
"E3","Enew12",.0008635,24
"E3","Enew13",.0009037,25
"E3","Enew14",.000506,14
"E3","Enew15",.0006188,17
"E3","Enew16",.0040539,113
"E3","Enew17",.0061403,171
"E3","Enew18",.0001082,3
"E3","Enew19",.0011371,32
"E3","Enew2",.005459,152
"E3","Enew20",.0021877,61
"E3","Enew21",.0018314,51
"E3","Enew22",.0015542,43
"E3","Enew3",.0676027,1881
"E3","Enew4",.0040233,112
"E3","Enew5",.0009335,26
"E3","Enew6",.0005718,16
"E3","Enew7",.0005027,14
"E3","Enew8",.0018786,52
"E3","Enew9",.0021489,60
"E3","Esame1",0,0
"E3","Esame10",0,0
"E3","Esame11",0,0
"E3","Esame12",0,0
"E3","Esame13",0,0
"E3","Esame14",0,0
"E3","Esame15",0,0
"E3","Esame16",0,0
"E3","Esame17",0,0
"E3","Esame18",0,0
"E3","Esame19",0,0
"E3","Esame2",0,0
"E3","Esame20",0,0
"E3","Esame21",0,0
"E3","Esame22",0,0
"E3","Esame3",.8778538,24393
"E3","Esame4",0,0
"E3","Esame5",0,0
"E3","Esame6",0,0
"E3","Esame7",0,0
"E3","Esame8",0,0
"E3","Esame9",0,0
"E3","U1",0,0
"E3","U10",0,0
"E3","U11",0,0
"E3","U12",0,0
"E3","U13",0,0
"E3","U14",0,0
"E3","U15",0,0
"E3","U16",0,0
"E3","U17",0,0
"E3","U18",0,0
"E3","U19",0,0
"E3","U2",0,0
"E3","U20",0,0
"E3","U21",0,0
"E3","U22",0,0
"E3","U3",.005203,145
"E3","U4",0,0
"E3","U5",0,0
"E3","U6",0,0
"E3","U7",0,0
"E3","U8",0,0
"E3","U9",0,0
"E4","Enew1",.0093442,176
"E4","Enew10",.0020762,39
"E4","Enew11",.000314,6
"E4","Enew12",.0007965,15
"E4","Enew13",.0005271,10
"E4","Enew14",.0010113,19
"E4","Enew15",.0003143,6
"E4","Enew16",.0035755,67
"E4","Enew17",.0038901,73
"E4","Enew18",.0002121,4
"E4","Enew19",.0033655,63
"E4","Enew2",.0024737,47
"E4","Enew20",.0026148,49
"E4","Enew21",.0040395,76
"E4","Enew22",.002281,43
"E4","Enew3",.0072274,136
"E4","Enew4",.0620241,1165
"E4","Enew5",.0016415,31
"E4","Enew6",.0005807,11
"E4","Enew7",.0005822,11
"E4","Enew8",.0018568,35
"E4","Enew9",.0021299,40
"E4","Esame1",0,0
"E4","Esame10",0,0
"E4","Esame11",0,0
"E4","Esame12",0,0
"E4","Esame13",0,0
"E4","Esame14",0,0
"E4","Esame15",0,0
"E4","Esame16",0,0
"E4","Esame17",0,0
"E4","Esame18",0,0
"E4","Esame19",0,0
"E4","Esame2",0,0
"E4","Esame20",0,0
"E4","Esame21",0,0
"E4","Esame22",0,0
"E4","Esame3",0,0
"E4","Esame4",.8827284,16593
"E4","Esame5",0,0
"E4","Esame6",0,0
"E4","Esame7",0,0
"E4","Esame8",0,0
"E4","Esame9",0,0
"E4","U1",0,0
"E4","U10",0,0
"E4","U11",0,0
"E4","U12",0,0
"E4","U13",0,0
"E4","U14",0,0
"E4","U15",0,0
"E4","U16",0,0
"E4","U17",0,0
"E4","U18",0,0
"E4","U19",0,0
"E4","U2",0,0
"E4","U20",0,0
"E4","U21",0,0
"E4","U22",0,0
"E4","U3",0,0
"E4","U4",.0043933,83
"E4","U5",0,0
"E4","U6",0,0
"E4","U7",0,0
"E4","U8",0,0
"E4","U9",0,0
"E5","Enew1",.0071591,67
"E5","Enew10",.0046097,43
"E5","Enew11",.0003108,3
"E5","Enew12",.0005488,5
"E5","Enew13",.0008597,8
"E5","Enew14",.0009651,9
"E5","Enew15",.0006575,6
"E5","Enew16",.0020585,19
"E5","Enew17",.0043112,40
"E5","Enew18",.0007551,7
"E5","Enew19",.0013018,12
"E5","Enew2",.0035652,33
"E5","Enew20",.0006498,6
"E5","Enew21",.0024517,23
"E5","Enew22",.0006449,6
"E5","Enew3",.0043919,41
"E5","Enew4",.0027832,26
"E5","Enew5",.0399948,372
"E5","Enew6",.0020397,19
"E5","Enew7",.0004149,4
"E5","Enew8",.0052989,49
"E5","Enew9",.0010969,10
"E5","Esame1",0,0
"E5","Esame10",0,0
"E5","Esame11",0,0
"E5","Esame12",0,0
"E5","Esame13",0,0
"E5","Esame14",0,0
"E5","Esame15",0,0
"E5","Esame16",0,0
"E5","Esame17",0,0
"E5","Esame18",0,0
"E5","Esame19",0,0
"E5","Esame2",0,0
"E5","Esame20",0,0
"E5","Esame21",0,0
"E5","Esame22",0,0
"E5","Esame3",0,0
"E5","Esame4",0,0
"E5","Esame5",.9082321,8447
"E5","Esame6",0,0
"E5","Esame7",0,0
"E5","Esame8",0,0
"E5","Esame9",0,0
"E5","U1",0,0
"E5","U10",0,0
"E5","U11",0,0
"E5","U12",0,0
"E5","U13",0,0
"E5","U14",0,0
"E5","U15",0,0
"E5","U16",0,0
"E5","U17",0,0
"E5","U18",0,0
"E5","U19",0,0
"E5","U2",0,0
"E5","U20",0,0
"E5","U21",0,0
"E5","U22",0,0
"E5","U3",0,0
"E5","U4",0,0
"E5","U5",.0048991,46
"E5","U6",0,0
"E5","U7",0,0
"E5","U8",0,0
"E5","U9",0,0
"E6","Enew1",.0081556,127
"E6","Enew10",.0049587,77
"E6","Enew11",.0008996,14
"E6","Enew12",.0010809,17
"E6","Enew13",.0011049,17
"E6","Enew14",.0006478,10
"E6","Enew15",.0026609,41
"E6","Enew16",.0027673,43
"E6","Enew17",.0062112,97
"E6","Enew18",.0000663,1
"E6","Enew19",.0005754,9
"E6","Enew2",.0039563,62
"E6","Enew20",.0003248,5
"E6","Enew21",.0010945,17
"E6","Enew22",.0011031,17
"E6","Enew3",.0010876,17
"E6","Enew4",.0005752,9
"E6","Enew5",.0008432,13
"E6","Enew6",.0471832,733
"E6","Enew7",.0005643,9
"E6","Enew8",.0054736,85
"E6","Enew9",.001288,20
"E6","Esame1",0,0
"E6","Esame10",0,0
"E6","Esame11",0,0
"E6","Esame12",0,0
"E6","Esame13",0,0
"E6","Esame14",0,0
"E6","Esame15",0,0
"E6","Esame16",0,0
"E6","Esame17",0,0
"E6","Esame18",0,0
"E6","Esame19",0,0
"E6","Esame2",0,0
"E6","Esame20",0,0
"E6","Esame21",0,0
"E6","Esame22",0,0
"E6","Esame3",0,0
"E6","Esame4",0,0
"E6","Esame5",0,0
"E6","Esame6",.9027222,14013
"E6","Esame7",0,0
"E6","Esame8",0,0
"E6","Esame9",0,0
"E6","U1",0,0
"E6","U10",0,0
"E6","U11",0,0
"E6","U12",0,0
"E6","U13",0,0
"E6","U14",0,0
"E6","U15",0,0
"E6","U16",0,0
"E6","U17",0,0
"E6","U18",0,0
"E6","U19",0,0
"E6","U2",0,0
"E6","U20",0,0
"E6","U21",0,0
"E6","U22",0,0
"E6","U3",0,0
"E6","U4",0,0
"E6","U5",0,0
"E6","U6",.0046558,72
"E6","U7",0,0
"E6","U8",0,0
"E6","U9",0,0
"E7","Enew1",.0052879,58
"E7","Enew10",.0032218,35
"E7","Enew11",.0008196,9
"E7","Enew12",.0007331,8
"E7","Enew13",.000566,6
"E7","Enew14",.0004612,5
"E7","Enew15",.0003609,4
"E7","Enew16",.0020988,23
"E7","Enew17",.009212,100
"E7","Enew18",0,0
"E7","Enew19",.000465,5
"E7","Enew2",.0041583,46
"E7","Enew20",.0008087,9
"E7","Enew21",.0006358,7
"E7","Enew22",.0007188,8
"E7","Enew3",.0009834,11
"E7","Enew4",.0008962,10
"E7","Enew5",.0004629,5
"E7","Enew6",.0012609,14
"E7","Enew7",.0718457,785
"E7","Enew8",.0020514,23
"E7","Enew9",.0010252,11
"E7","Esame1",0,0
"E7","Esame10",0,0
"E7","Esame11",0,0
"E7","Esame12",0,0
"E7","Esame13",0,0
"E7","Esame14",0,0
"E7","Esame15",0,0
"E7","Esame16",0,0
"E7","Esame17",0,0
"E7","Esame18",0,0
"E7","Esame19",0,0
"E7","Esame2",0,0
"E7","Esame20",0,0
"E7","Esame21",0,0
"E7","Esame22",0,0
"E7","Esame3",0,0
"E7","Esame4",0,0
"E7","Esame5",0,0
"E7","Esame6",0,0
"E7","Esame7",.8891796,9690
"E7","Esame8",0,0
"E7","Esame9",0,0
"E7","U1",0,0
"E7","U10",0,0
"E7","U11",0,0
"E7","U12",0,0
"E7","U13",0,0
"E7","U14",0,0
"E7","U15",0,0
"E7","U16",0,0
"E7","U17",0,0
"E7","U18",0,0
"E7","U19",0,0
"E7","U2",0,0
"E7","U20",0,0
"E7","U21",0,0
"E7","U22",0,0
"E7","U3",0,0
"E7","U4",0,0
"E7","U5",0,0
"E7","U6",0,0
"E7","U7",.0027469,30
"E7","U8",0,0
"E7","U9",0,0
"E8","Enew1",.0039725,214
"E8","Enew10",.0024731,134
"E8","Enew11",.00079,43
"E8","Enew12",.0003493,19
"E8","Enew13",.0017251,92
"E8","Enew14",.0004441,24
"E8","Enew15",.0027023,146
"E8","Enew16",.0028821,158
"E8","Enew17",.0045929,253
"E8","Enew18",.0001219,7
"E8","Enew19",.0003112,16
"E8","Enew2",.0022193,121
"E8","Enew20",.0002702,15
"E8","Enew21",.0008873,48
"E8","Enew22",.0007527,41
"E8","Enew3",.0011757,63
"E8","Enew4",.0005383,30
"E8","Enew5",.0009497,51
"E8","Enew6",.0015423,85
"E8","Enew7",.0005317,29
"E8","Enew8",.0535813,2924
"E8","Enew9",.001307,71
"E8","Esame1",0,0
"E8","Esame10",0,0
"E8","Esame11",0,0
"E8","Esame12",0,0
"E8","Esame13",0,0
"E8","Esame14",0,0
"E8","Esame15",0,0
"E8","Esame16",0,0
"E8","Esame17",0,0
"E8","Esame18",0,0
"E8","Esame19",0,0
"E8","Esame2",0,0
"E8","Esame20",0,0
"E8","Esame21",0,0
"E8","Esame22",0,0
"E8","Esame3",0,0
"E8","Esame4",0,0
"E8","Esame5",0,0
"E8","Esame6",0,0
"E8","Esame7",0,0
"E8","Esame8",.9052637,49632
"E8","Esame9",0,0
"E8","U1",0,0
"E8","U10",0,0
"E8","U11",0,0
"E8","U12",0,0
"E8","U13",0,0
"E8","U14",0,0
"E8","U15",0,0
"E8","U16",0,0
"E8","U17",0,0
"E8","U18",0,0
"E8","U19",0,0
"E8","U2",0,0
"E8","U20",0,0
"E8","U21",0,0
"E8","U22",0,0
"E8","U3",0,0
"E8","U4",0,0
"E8","U5",0,0
"E8","U6",0,0
"E8","U7",0,0
"E8","U8",.0106162,551
"E8","U9",0,0
"E9","Enew1",.0081191,147
"E9","Enew10",.0015475,28
"E9","Enew11",.000833,15
"E9","Enew12",.0008455,15
"E9","Enew13",.0017758,32
"E9","Enew14",.0006631,12
"E9","Enew15",.0027311,49
"E9","Enew16",.0066081,119
"E9","Enew17",.0071975,131
"E9","Enew18",.0001111,2
"E9","Enew19",.0015446,28
"E9","Enew2",.0037858,68
"E9","Enew20",.0011675,21
"E9","Enew21",.002543,46
"E9","Enew22",.0022891,41
"E9","Enew3",.0027237,49
"E9","Enew4",.0033367,60
"E9","Enew5",.0005557,10
"E9","Enew6",.0011701,21
"E9","Enew7",.0006793,12
"E9","Enew8",.0043349,78
"E9","Enew9",.0669223,1208
"E9","Esame1",0,0
"E9","Esame10",0,0
"E9","Esame11",0,0
"E9","Esame12",0,0
"E9","Esame13",0,0
"E9","Esame14",0,0
"E9","Esame15",0,0
"E9","Esame16",0,0
"E9","Esame17",0,0
"E9","Esame18",0,0
"E9","Esame19",0,0
"E9","Esame2",0,0
"E9","Esame20",0,0
"E9","Esame21",0,0
"E9","Esame22",0,0
"E9","Esame3",0,0
"E9","Esame4",0,0
"E9","Esame5",0,0
"E9","Esame6",0,0
"E9","Esame7",0,0
"E9","Esame8",0,0
"E9","Esame9",.865597,15611
"E9","U1",0,0
"E9","U10",0,0
"E9","U11",0,0
"E9","U12",0,0
"E9","U13",0,0
"E9","U14",0,0
"E9","U15",0,0
"E9","U16",0,0
"E9","U17",0,0
"E9","U18",0,0
"E9","U19",0,0
"E9","U2",0,0
"E9","U20",0,0
"E9","U21",0,0
"E9","U22",0,0
"E9","U3",0,0
"E9","U4",0,0
"E9","U5",0,0
"E9","U6",0,0
"E9","U7",0,0
"E9","U8",0,0
"E9","U9",.0129186,233
"U1","Enew1",.1005866,151
"U1","Enew10",.0112914,17
"U1","Enew11",.0015263,2
"U1","Enew12",.0027584,4
"U1","Enew13",.0158893,23
"U1","Enew14",.0108225,15
"U1","Enew15",.0087707,13
"U1","Enew16",.0265234,38
"U1","Enew17",.0340205,51
"U1","Enew18",.0033124,5
"U1","Enew19",.0129503,20
"U1","Enew2",.0267188,40
"U1","Enew20",.0009058,1
"U1","Enew21",.0119126,18
"U1","Enew22",.0110044,17
"U1","Enew3",.0071038,11
"U1","Enew4",.0006901,1
"U1","Enew5",.001573,2
"U1","Enew6",.0031282,5
"U1","Enew7",.0004941,1
"U1","Enew8",.009479,15
"U1","Enew9",.0110562,17
"U1","Esame1",0,0
"U1","Esame10",0,0
"U1","Esame11",0,0
"U1","Esame12",0,0
"U1","Esame13",0,0
"U1","Esame14",0,0
"U1","Esame15",0,0
"U1","Esame16",0,0
"U1","Esame17",0,0
"U1","Esame18",0,0
"U1","Esame19",0,0
"U1","Esame2",0,0
"U1","Esame20",0,0
"U1","Esame21",0,0
"U1","Esame22",0,0
"U1","Esame3",0,0
"U1","Esame4",0,0
"U1","Esame5",0,0
"U1","Esame6",0,0
"U1","Esame7",0,0
"U1","Esame8",0,0
"U1","Esame9",0,0
"U1","U1",.6874822,1030
"U1","U10",0,0
"U1","U11",0,0
"U1","U12",0,0
"U1","U13",0,0
"U1","U14",0,0
"U1","U15",0,0
"U1","U16",0,0
"U1","U17",0,0
"U1","U18",0,0
"U1","U19",0,0
"U1","U2",0,0
"U1","U20",0,0
"U1","U21",0,0
"U1","U22",0,0
"U1","U3",0,0
"U1","U4",0,0
"U1","U5",0,0
"U1","U6",0,0
"U1","U7",0,0
"U1","U8",0,0
"U1","U9",0,0
"U10","Enew1",.0125558,8
"U10","Enew10",.2461839,147
"U10","Enew11",.0224941,13
"U10","Enew12",0,0
"U10","Enew13",.0057195,3
"U10","Enew14",.0073168,5
"U10","Enew15",.0197927,12
"U10","Enew16",.021987,14
"U10","Enew17",.0313782,18
"U10","Enew18",.0018904,1
"U10","Enew19",.0014493,1
"U10","Enew2",.0055265,4
"U10","Enew20",0,0
"U10","Enew21",.0030904,2
"U10","Enew22",.0106694,7
"U10","Enew3",.0055596,4
"U10","Enew4",.0012422,1
"U10","Enew5",0,0
"U10","Enew6",.0026375,2
"U10","Enew7",.0049453,3
"U10","Enew8",.0193448,12
"U10","Enew9",.0038647,2
"U10","Esame1",0,0
"U10","Esame10",0,0
"U10","Esame11",0,0
"U10","Esame12",0,0
"U10","Esame13",0,0
"U10","Esame14",0,0
"U10","Esame15",0,0
"U10","Esame16",0,0
"U10","Esame17",0,0
"U10","Esame18",0,0
"U10","Esame19",0,0
"U10","Esame2",0,0
"U10","Esame20",0,0
"U10","Esame21",0,0
"U10","Esame22",0,0
"U10","Esame3",0,0
"U10","Esame4",0,0
"U10","Esame5",0,0
"U10","Esame6",0,0
"U10","Esame7",0,0
"U10","Esame8",0,0
"U10","Esame9",0,0
"U10","U1",0,0
"U10","U10",.5723519,347
"U10","U11",0,0
"U10","U12",0,0
"U10","U13",0,0
"U10","U14",0,0
"U10","U15",0,0
"U10","U16",0,0
"U10","U17",0,0
"U10","U18",0,0
"U10","U19",0,0
"U10","U2",0,0
"U10","U20",0,0
"U10","U21",0,0
"U10","U22",0,0
"U10","U3",0,0
"U10","U4",0,0
"U10","U5",0,0
"U10","U6",0,0
"U10","U7",0,0
"U10","U8",0,0
"U10","U9",0,0
"U11","Enew1",.005907,4
"U11","Enew10",.026973,15
"U11","Enew11",.1445158,85
"U11","Enew12",0,0
"U11","Enew13",.0319698,19
"U11","Enew14",.0139485,9
"U11","Enew15",.0357935,18
"U11","Enew16",.0269266,15
"U11","Enew17",.0388482,24
"U11","Enew18",.0057074,3
"U11","Enew19",.0013587,1
"U11","Enew2",.0018904,1
"U11","Enew20",0,0
"U11","Enew21",.0051935,3
"U11","Enew22",.0113669,6
"U11","Enew3",.0066752,3
"U11","Enew4",0,0
"U11","Enew5",0,0
"U11","Enew6",.0031715,2
"U11","Enew7",0,0
"U11","Enew8",.0032919,2
"U11","Enew9",.0100606,6
"U11","Esame1",0,0
"U11","Esame10",0,0
"U11","Esame11",0,0
"U11","Esame12",0,0
"U11","Esame13",0,0
"U11","Esame14",0,0
"U11","Esame15",0,0
"U11","Esame16",0,0
"U11","Esame17",0,0
"U11","Esame18",0,0
"U11","Esame19",0,0
"U11","Esame2",0,0
"U11","Esame20",0,0
"U11","Esame21",0,0
"U11","Esame22",0,0
"U11","Esame3",0,0
"U11","Esame4",0,0
"U11","Esame5",0,0
"U11","Esame6",0,0
"U11","Esame7",0,0
"U11","Esame8",0,0
"U11","Esame9",0,0
"U11","U1",0,0
"U11","U10",0,0
"U11","U11",.6264016,377
"U11","U12",0,0
"U11","U13",0,0
"U11","U14",0,0
"U11","U15",0,0
"U11","U16",0,0
"U11","U17",0,0
"U11","U18",0,0
"U11","U19",0,0
"U11","U2",0,0
"U11","U20",0,0
"U11","U21",0,0
"U11","U22",0,0
"U11","U3",0,0
"U11","U4",0,0
"U11","U5",0,0
"U11","U6",0,0
"U11","U7",0,0
"U11","U8",0,0
"U11","U9",0,0
"U12","Enew1",.0086167,4
"U12","Enew10",.0025575,1
"U12","Enew11",.0028986,1
"U12","Enew12",.1662995,75
"U12","Enew13",.0323493,10
"U12","Enew14",.0203758,9
"U12","Enew15",.0140097,6
"U12","Enew16",.0313662,15
"U12","Enew17",.0279571,13
"U12","Enew18",.0043691,2
"U12","Enew19",.0160299,7
"U12","Enew2",.0049689,2
"U12","Enew20",0,0
"U12","Enew21",.0218885,5
"U12","Enew22",.0166023,8
"U12","Enew3",0,0
"U12","Enew4",.0027174,1
"U12","Enew5",.0034219,2
"U12","Enew6",0,0
"U12","Enew7",0,0
"U12","Enew8",.00667,2
"U12","Enew9",.0018116,1
"U12","Esame1",0,0
"U12","Esame10",0,0
"U12","Esame11",0,0
"U12","Esame12",0,0
"U12","Esame13",0,0
"U12","Esame14",0,0
"U12","Esame15",0,0
"U12","Esame16",0,0
"U12","Esame17",0,0
"U12","Esame18",0,0
"U12","Esame19",0,0
"U12","Esame2",0,0
"U12","Esame20",0,0
"U12","Esame21",0,0
"U12","Esame22",0,0
"U12","Esame3",0,0
"U12","Esame4",0,0
"U12","Esame5",0,0
"U12","Esame6",0,0
"U12","Esame7",0,0
"U12","Esame8",0,0
"U12","Esame9",0,0
"U12","U1",0,0
"U12","U10",0,0
"U12","U11",0,0
"U12","U12",.6150901,269
"U12","U13",0,0
"U12","U14",0,0
"U12","U15",0,0
"U12","U16",0,0
"U12","U17",0,0
"U12","U18",0,0
"U12","U19",0,0
"U12","U2",0,0
"U12","U20",0,0
"U12","U21",0,0
"U12","U22",0,0
"U12","U3",0,0
"U12","U4",0,0
"U12","U5",0,0
"U12","U6",0,0
"U12","U7",0,0
"U12","U8",0,0
"U12","U9",0,0
"U13","Enew1",.006987,16
"U13","Enew10",.0027298,7
"U13","Enew11",.0065064,15
"U13","Enew12",.0048509,12
"U13","Enew13",.1895709,443
"U13","Enew14",.0167509,39
"U13","Enew15",.0116143,29
"U13","Enew16",.0454039,102
"U13","Enew17",.031029,71
"U13","Enew18",.0007825,2
"U13","Enew19",.0171681,40
"U13","Enew2",.0050861,12
"U13","Enew20",.0040868,9
"U13","Enew21",.0197611,46
"U13","Enew22",.0216548,51
"U13","Enew3",.0008867,2
"U13","Enew4",0,0
"U13","Enew5",.0004577,1
"U13","Enew6",.0012402,3
"U13","Enew7",.0016787,4
"U13","Enew8",.0039359,10
"U13","Enew9",.0008459,2
"U13","Esame1",0,0
"U13","Esame10",0,0
"U13","Esame11",0,0
"U13","Esame12",0,0
"U13","Esame13",0,0
"U13","Esame14",0,0
"U13","Esame15",0,0
"U13","Esame16",0,0
"U13","Esame17",0,0
"U13","Esame18",0,0
"U13","Esame19",0,0
"U13","Esame2",0,0
"U13","Esame20",0,0
"U13","Esame21",0,0
"U13","Esame22",0,0
"U13","Esame3",0,0
"U13","Esame4",0,0
"U13","Esame5",0,0
"U13","Esame6",0,0
"U13","Esame7",0,0
"U13","Esame8",0,0
"U13","Esame9",0,0
"U13","U1",0,0
"U13","U10",0,0
"U13","U11",0,0
"U13","U12",0,0
"U13","U13",.6069723,1399
"U13","U14",0,0
"U13","U15",0,0
"U13","U16",0,0
"U13","U17",0,0
"U13","U18",0,0
"U13","U19",0,0
"U13","U2",0,0
"U13","U20",0,0
"U13","U21",0,0
"U13","U22",0,0
"U13","U3",0,0
"U13","U4",0,0
"U13","U5",0,0
"U13","U6",0,0
"U13","U7",0,0
"U13","U8",0,0
"U13","U9",0,0
"U14","Enew1",.0045314,8
"U14","Enew10",.0023632,4
"U14","Enew11",.0051173,9
"U14","Enew12",.0050361,8
"U14","Enew13",.0190617,28
"U14","Enew14",.1729431,264
"U14","Enew15",.0143399,22
"U14","Enew16",.0137102,21
"U14","Enew17",.0204087,30
"U14","Enew18",.0094099,14
"U14","Enew19",.0321716,48
"U14","Enew2",.0011495,2
"U14","Enew20",.0039934,6
"U14","Enew21",.0140421,21
"U14","Enew22",.0309328,44
"U14","Enew3",.0004305,1
"U14","Enew4",.0004305,1
"U14","Enew5",.0007496,1
"U14","Enew6",.0008361,1
"U14","Enew7",0,0
"U14","Enew8",.0054354,7
"U14","Enew9",.0018508,3
"U14","Esame1",0,0
"U14","Esame10",0,0
"U14","Esame11",0,0
"U14","Esame12",0,0
"U14","Esame13",0,0
"U14","Esame14",0,0
"U14","Esame15",0,0
"U14","Esame16",0,0
"U14","Esame17",0,0
"U14","Esame18",0,0
"U14","Esame19",0,0
"U14","Esame2",0,0
"U14","Esame20",0,0
"U14","Esame21",0,0
"U14","Esame22",0,0
"U14","Esame3",0,0
"U14","Esame4",0,0
"U14","Esame5",0,0
"U14","Esame6",0,0
"U14","Esame7",0,0
"U14","Esame8",0,0
"U14","Esame9",0,0
"U14","U1",0,0
"U14","U10",0,0
"U14","U11",0,0
"U14","U12",0,0
"U14","U13",0,0
"U14","U14",.6410562,957
"U14","U15",0,0
"U14","U16",0,0
"U14","U17",0,0
"U14","U18",0,0
"U14","U19",0,0
"U14","U2",0,0
"U14","U20",0,0
"U14","U21",0,0
"U14","U22",0,0
"U14","U3",0,0
"U14","U4",0,0
"U14","U5",0,0
"U14","U6",0,0
"U14","U7",0,0
"U14","U8",0,0
"U14","U9",0,0
"U15","Enew1",.0075543,9
"U15","Enew10",.0028227,3
"U15","Enew11",.0204663,23
"U15","Enew12",.0059185,7
"U15","Enew13",.0342349,42
"U15","Enew14",.0195882,24
"U15","Enew15",.1495393,173
"U15","Enew16",.0296827,33
"U15","Enew17",.0317816,36
"U15","Enew18",.0049851,6
"U15","Enew19",.0081124,10
"U15","Enew2",.0024243,3
"U15","Enew20",.0010604,1
"U15","Enew21",.0073454,8
"U15","Enew22",.0131907,16
"U15","Enew3",.0017302,2
"U15","Enew4",.0016698,2
"U15","Enew5",.0021989,2
"U15","Enew6",.0085315,10
"U15","Enew7",0,0
"U15","Enew8",.0150137,18
"U15","Enew9",.0047136,5
"U15","Esame1",0,0
"U15","Esame10",0,0
"U15","Esame11",0,0
"U15","Esame12",0,0
"U15","Esame13",0,0
"U15","Esame14",0,0
"U15","Esame15",0,0
"U15","Esame16",0,0
"U15","Esame17",0,0
"U15","Esame18",0,0
"U15","Esame19",0,0
"U15","Esame2",0,0
"U15","Esame20",0,0
"U15","Esame21",0,0
"U15","Esame22",0,0
"U15","Esame3",0,0
"U15","Esame4",0,0
"U15","Esame5",0,0
"U15","Esame6",0,0
"U15","Esame7",0,0
"U15","Esame8",0,0
"U15","Esame9",0,0
"U15","U1",0,0
"U15","U10",0,0
"U15","U11",0,0
"U15","U12",0,0
"U15","U13",0,0
"U15","U14",0,0
"U15","U15",.6274355,726
"U15","U16",0,0
"U15","U17",0,0
"U15","U18",0,0
"U15","U19",0,0
"U15","U2",0,0
"U15","U20",0,0
"U15","U21",0,0
